Company,Tahun_Buku,Tanggal Rilis,kas,jumlah_aset_lancar,persediaan,piutang,jumlah_aset_tidak_lancar,jumlah_aset,jumlah_liabilitas_jangka_pendek,jumlah_liabilitas_jangka_panjang,jumlah_ekuitas,jumlah_liabilitas,pendapatan,cogs,laba_bruto,laba_rugi,laba_rugi_komprehensif,EPS,category,7D_Avg
FAST,2022,2023-03-31 19:46:00,548930673.0,1272159970.0,,267011085.0,2550245069.0,3822405039.0,1606887945.0,1154494350.0,1061022744.0,2761382295.0,5857474313.0,-2192746165.0,-93410093.0,-77447669.0,-56460548.0,-19.0,General,761.4285714285714
FASW,2022,2023-02-14 16:42:00,84477.0,3437981.0,,1324611.0,9439865.0,12877846.0,5241768.0,2624620.0,5011458.0,7866388.0,10890282.0,-9898315.0,168600.0,119926.0,181003.0,48.4,General,6037.4814453125
FILM,2022,2023-04-03 13:23:00,405037354431.0,504135102345.0,,79971671258.0,1111277244228.0,1615412346573.0,68035800632.0,8567661942.0,1538808883999.0,76603462574.0,436858263010.0,-129884071631.0,204281571923.0,156105724128.0,156555275568.0,16.89,General,1642.142857142857
FIMP,2022,2023-03-31 09:31:00,76728730.0,21923550376.0,,9333900755.0,13504810420.0,35428360796.0,2888495424.0,2510932238.0,30028933134.0,5399427662.0,6545454546.0,-5131664956.0,546397566.0,546397566.0,578287542.0,3.53,Infrastructure Industry,74.57142857142857
FIRE,2022,2023-04-10 14:56:00,1566422361.0,64042560151.0,,13799182526.0,300281654820.0,364324214971.0,131360321273.0,18873160159.0,214090733539.0,150233481432.0,250181705309.0,-191711207542.0,-118852623553.0,-94702105624.0,-94369743664.0,-64.31,General,84.42857142857143
FISH,2022,2023-03-31 14:49:00,52097981.0,339299923.0,,95504968.0,122163772.0,461463695.0,234121571.0,59948189.0,167393935.0,294069760.0,1565130699.0,-1481401338.0,42124122.0,32756494.0,26325794.0,0.067,General,6200.254185267857
FITT,2022,2023-04-11 13:38:00,3776747508.0,4923707515.0,,365568343.0,57013160262.0,61936867777.0,5056494356.0,21527526924.0,35352846497.0,26584021280.0,10495281006.0,-6533624876.0,-5987994452.0,-5993823225.0,-5846492568.0,-8.07,General,472.0
FMII,2022,2023-03-31 09:45:00,1964.0,194479.0,,42602.0,558387.0,752866.0,68337.0,32531.0,651998.0,100868.0,52373.0,-21536.0,18622.0,17294.0,17294.0,6.36,Property,627.7218627929688
FOOD,2022,2023-04-03 17:01:00,2347742485.0,27248456331.0,,12148657774.0,75048740163.0,102297196494.0,49827290693.0,10814458209.0,41655447592.0,60641748902.0,87016911838.0,-68922257755.0,-21030038732.0,-22068477089.0,-22085241136.0,-29.24,General,97.85714285714286
FORU,2022,2023-04-03 14:46:00,29405324885.0,43649666066.0,,13850584344.0,7521164561.0,51170830627.0,9666032414.0,4862171097.0,36642627116.0,14528203511.0,46859969995.0,-26900213060.0,-4918229434.0,-3859866428.0,-3852869828.0,-8.29,General,173.71428571428572
FPNI,2022,2023-04-03 18:47:00,31225.0,119314.0,,15462.0,72910.0,192224.0,78846.0,5889.0,107489.0,84735.0,473879.0,-459389.0,3147.0,2896.0,2857.0,0.0005,General,198.71428571428572
FREN,2022,2023-04-10 12:08:00,308146889728.0,2364667930207.0,,1845640060002.0,44127699295579.0,46492367225786.0,8658869351727.0,22073985675070.0,15759512198989.0,30732855026797.0,11202578877954.0,-9846154450990.0,1076475513296.0,1064304591187.0,1077925182622.0,3.35,Infrastructure Industry,60.0
FUJI,2022,2023-03-10 18:02:00,117217488577.0,118045308180.0,,44751783939.0,733960008.0,162856818189.0,159012636.0,1280434000.0,157409542519.0,5447275670.0,18756701393.0,-512784186.0,10347494145.0,8312404568.0,7992533588.0,6.39,Finance Industry,228.85714285714286
GDST,2022,2023-04-03 12:01:00,56074605534.0,830499000031.0,,163231964010.0,1275947579055.0,2106446579086.0,953526289429.0,93077408679.0,1059842880978.0,1046603698108.0,2594504651438.0,-2105990242478.0,352174528488.0,273673913875.0,270869280653.0,32.2,General,171.42857142857142
GDYR,2022,2023-03-31 20:05:00,9064627.0,55617286.0,,18849786.0,68773934.0,124391220.0,78716663.0,314600.0,45359957.0,79031263.0,172468175.0,-162253776.0,-434720.0,-3114914.0,-2996405.0,-0.008,General,1302.142857142857
GEMA,2022,2023-03-28 12:13:00,57720001643.0,593061478723.0,,235782167218.0,501594410558.0,1094655889281.0,590384060167.0,112625975813.0,391645853301.0,703010035980.0,1109283319347.0,-822703315299.0,12230471659.0,698083223.0,1182180113.0,0.13,General,184.28571428571428
GEMS,2022,2023-03-10 20:18:00,329599981.0,724319768.0,,305934890.0,404767036.0,1129086804.0,473259004.0,97583161.0,558244639.0,570842165.0,2919964403.0,-1605491287.0,898692704.0,695908034.0,697320293.0,0.11566,General,6464.285714285715
GGRM,2022,2023-04-03 11:27:00,4407033.0,55445127.0,,2481114.0,33117490.0,88562617.0,29125010.0,1581641.0,57855966.0,30706651.0,124682692.0,-113587089.0,3646521.0,2779742.0,2896890.0,1445.0,General,25164.285714285714
GGRP,2022,2023-03-24 06:49:00,87386731.0,386729154.0,,36971833.0,799593401.0,1186322555.0,265334188.0,114769637.0,806218730.0,380103825.0,945497149.0,-857106806.0,74401064.0,58400098.0,59343740.0,0.0048,General,448.2857142857143
GHON,2022,2023-03-31 16:26:00,73601054.0,96533792.0,,21751857.0,1060089019.0,1156622811.0,306363017.0,69449474.0,780810320.0,375812491.0,186301175.0,-46731040.0,94792413.0,90728112.0,116803257.0,0.16,Infrastructure Industry,1755.7142857142858
GIAA,2022,2023-04-26 12:56:00,521682689.0,801153825.0,,163836316.0,5433857154.0,6235010979.0,1681029672.0,6089080457.0,-1535099150.0,7770110129.0,2100079558.0,-344712864.0,3935160004.0,3736670304.0,3737407861.0,0.14145,General,63.857142857142854
GJTL,2022,2023-03-31 12:04:00,885516.0,8902756.0,,4322944.0,10113256.0,19016012.0,5344228.0,6446109.0,7225675.0,11790337.0,17170492.0,-14818488.0,-188290.0,-190572.0,79498.0,-52.0,General,597.8571428571429
GLOB,2022,2023-04-12 09:58:00,4296005255.0,7356823253.0,,1572450847.0,1796491231.0,9153314484.0,683849720993.0,248561432852.0,-923257839361.0,932411153845.0,65247491246.0,-61573151235.0,-69452281845.0,-69493222649.0,-69143551867.0,-63.0,General,105.14285714285714
GLVA,2022,2023-04-05 18:08:00,120943.0,834009.0,,341501.0,86333.0,920342.0,544900.0,37347.0,338095.0,582247.0,2326621.0,-2078646.0,117325.0,90384.0,90269.0,52.87,General,799.2857142857143
GMFI,2022,2023-04-20 10:20:00,5103013.0,200965297.0,,72887941.0,189693413.0,390658710.0,248830982.0,472849048.0,-331021320.0,721680030.0,238703893.0,,5503305.0,3628331.0,7346953.0,0.0001,General,53.285714285714285
GMTD,2022,2023-03-24 06:22:00,17233260576.0,497830875088.0,,23002128850.0,663109610044.0,1160940485132.0,366956051467.0,227547879137.0,566436554528.0,594503930604.0,315372288026.0,-172621949992.0,9388244967.0,8998249188.0,9363731444.0,88.62,Property,14847.0
GOLD,2022,2023-04-04 22:12:00,77789273.0,88045362.0,,3480987.0,312927298.0,400972660.0,29098404.0,3448981.0,368425275.0,32547385.0,47421904.0,-17504176.0,17256154.0,15998575.0,41991810.0,12.53,Property,368.2857142857143
GOOD,2022,2023-03-01 10:23:00,1073175070556.0,3194327374948.0,,810862801394.0,4133044559342.0,7327371934290.0,1835096804319.0,2140830627787.0,3351444502184.0,3975927432106.0,10510942813705.0,-7853878614261.0,674251464663.0,521714035585.0,533625949343.0,11.64,General,473.8197326660156
GOTO,2022,2023-04-01 02:21:00,29009177.0,34180478.0,,3938144.0,105036092.0,139216570.0,12162456.0,4330770.0,122723344.0,16493226.0,11349167.0,-5479970.0,-40544556.0,-40408492.0,-40266275.0,-39.0,General,102.0
GPRA,2022,2023-03-31 20:24:00,64150001004.0,1414460893136.0,,30927065555.0,366894751087.0,1781355644223.0,478523126157.0,124334207467.0,1178498310599.0,602857333624.0,370376407242.0,-134436868381.0,77391754171.0,76356236772.0,76812256314.0,17.65,Property,94.59147644042969
GPSO,2022,2023-04-19 17:19:00,6010509438.0,34905284881.0,,10653141697.0,26211905022.0,61117189903.0,6742699368.0,4180569711.0,50193920824.0,10923269079.0,15209318316.0,-6653031293.0,187724755.0,90315762.0,395631512.0,0.13,General,113.0
GSMF,2022,2023-04-12 17:57:00,239419.0,3103089.0,,234693.0,2533352.0,5636441.0,2988551.0,63227.0,2584663.0,3051778.0,1438890.0,,65104.0,45420.0,14621.0,1.28,General,67.28571428571429
GTBO,2022,2023-06-01 23:21:00,93428.0,9832414.0,,5308303.0,51906012.0,61738426.0,4859615.0,9959775.0,46919036.0,14819390.0,49267169.0,-36065919.0,7647865.0,7499168.0,7458097.0,0.002983,General,179.9715532575335
GTRA,2022,2023-05-10 09:18:00,8759584740.0,73761021797.0,,54189065665.0,611065131192.0,684826152989.0,117091774832.0,371748300246.0,195986077911.0,488840075078.0,215876144768.0,-116815728000.0,26730534194.0,15833827459.0,15361139367.0,12.0,General,284.85714285714283
GTSI,2022,2023-04-06 15:03:00,20396841.0,46483187.0,,1932777.0,77318825.0,123802012.0,39429428.0,27410374.0,56962210.0,66839802.0,41226395.0,-26693670.0,5546615.0,5126255.0,11737257.0,0.000168200896798949,Infrastructure Industry,51.142857142857146
GULA,2022,2023-03-31 09:56:00,36428101331.0,115007265936.0,,16516831708.0,78729910453.0,193737176389.0,46897800408.0,1345819151.0,145493556830.0,48243619559.0,180869381989.0,-168167260965.0,1997426654.0,1553905221.0,1560436201.0,1.65,General,297.14285714285717
GWSA,2022,2023-04-12 18:08:00,78805683622.0,1452318606574.0,,8358357095.0,6336086929952.0,7788405536526.0,94849017382.0,666944915903.0,7026611603241.0,761793933285.0,57039668930.0,-30472874042.0,30555538591.0,30692507577.0,31363937283.0,3.9863711083279063,Property,148.71428571428572
GZCO,2022,2023-03-31 13:03:00,165210.0,456869.0,,10722.0,1588537.0,2045406.0,455883.0,436981.0,1152542.0,892864.0,554721.0,-432191.0,93257.0,75818.0,76920.0,13.0,General,100.71428571428571
HADE,2022,2023-03-30 11:05:00,1268295316.0,4265988324.0,,1483291600.0,10723672983.0,14989661307.0,707661668.0,1053356619.0,13228643020.0,1761018287.0,3919110600.0,-3031241366.0,-198147450.0,-282182801.0,-267865811.0,-0.08,General,50.0
HAIS,2022,2023-03-31 09:57:00,182883958069.0,257225475675.0,,65226497552.0,396219273371.0,653444749046.0,85141508656.0,29272734873.0,539030505517.0,114414243529.0,781001150899.0,-581883484253.0,125963781377.0,116131556832.0,116925505937.0,44.16,General,201.07386997767858
HAJJ,2022,2023-07-06 11:03:00,3429751466.0,67211679913.0,,12718923777.0,11343779557.0,78555459470.0,18302414093.0,11524030010.0,48729015367.0,29826444103.0,318192911020.0,-308109012854.0,3279588051.0,2483160190.0,2338721507.0,1.55,General,145.0
HATM,2022,2023-03-10 12:33:00,105140947087.0,185397859942.0,,40051605309.0,530850156215.0,716248016157.0,16319021173.0,515904154.0,699413090830.0,16834925327.0,371326582170.0,-209547365141.0,146974963211.0,142519044275.0,142508796506.0,22.96,Infrastructure Industry,247.0547812325614
HDFA,2022,2023-03-31 21:28:00,200.0,266955690.0,,727097488.0,26414479.0,1736997457.0,1008653503.0,26252363.0,672903783.0,1064093674.0,86099362.0,-32526747.0,55343643.0,41814262.0,43682140.0,6.39,Finance Industry,153.0
HDIT,2022,2023-05-04 22:00:00,161592621.0,286310134767.0,,115347067349.0,68207271550.0,354517406317.0,15024420555.0,8784992464.0,330707993298.0,23809413019.0,4116137837804.0,-4104722081920.0,-22999514817.0,-22869714936.0,-22939022995.0,-15.0,General,50.0
HDTX,2022,2023-03-30 17:13:00,711466.0,12031229.0,,3124328.0,253662203.0,265693432.0,233520736.0,109955282.0,-77782586.0,343476018.0,6005743.0,-38514349.0,-76410669.0,-57362444.0,-57350284.0,0.02,General,
HEAL,2022,2023-04-10 20:13:00,774947.0,1790662.0,,913640.0,5800823.0,7591485.0,1710040.0,1195972.0,4685473.0,2906012.0,4901810.0,-3193422.0,480088.0,378773.0,390298.0,20.64,General,1340.8160923549108
HELI,2022,2023-05-12 23:32:00,32751966659.0,57865831534.0,,2784879674.0,168996723937.0,226862555471.0,117564570959.0,54395978793.0,54902005719.0,171960549752.0,44557817161.0,-52479710641.0,-85803592563.0,-86113836298.0,-86259127601.0,-103.0,General,179.0
HERO,2022,2023-03-21 10:48:00,100810.0,2859570.0,,163446.0,4050997.0,6910567.0,3785951.0,2186478.0,938138.0,5972429.0,4436667.0,-2582050.0,-388775.0,59111.0,64318.0,-74.0,General,1457.142857142857
HEXA,2022,2023-06-30 23:21:00,26682453.0,403743683.0,,158481299.0,59588647.0,463332330.0,284201001.0,13370532.0,165760797.0,297571533.0,630495198.0,-505529926.0,66347491.0,51620039.0,50124057.0,0.06145,General,6182.142857142857
HITS,2022,2023-05-22 17:52:00,26435071.0,64864217.0,,12001144.0,165056182.0,229920399.0,60797452.0,89339166.0,79783781.0,150136618.0,112238825.0,-81296589.0,13220415.0,11283293.0,16522022.0,0.00115,Infrastructure Industry,557.1428571428571
HKMU,2022,2023-05-19 15:58:00,2328043445.0,133392871490.0,,82132059998.0,346839155658.0,480232027148.0,270031395397.0,187683546315.0,22517085436.0,457714941712.0,189451456077.0,-171948153888.0,-251987695407.0,-212137155185.0,-206715882563.0,-63.51,General,50.0
HMSP,2022,2023-03-30 16:02:00,3283118.0,41362998.0,,17344898.0,13423994.0,54786992.0,24545594.0,2071230.0,28170168.0,26616824.0,111211321.0,-94053123.0,8273059.0,6323744.0,6359122.0,54.0,General,1013.8769792829241
HOKI,2022,2023-03-31 19:31:00,3947093730.0,389697575028.0,,243284622470.0,421906085188.0,811603660216.0,119206775342.0,23537337791.0,668859547083.0,142744113133.0,925708985640.0,-823698275632.0,661981085.0,90572477.0,284018473.0,0.19,General,92.14285714285714
HOMI,2022,2023-04-06 15:38:00,6153884928.0,153262347345.0,,2324739492.0,112060326197.0,265322673542.0,136445386663.0,1952395000.0,126924891879.0,138397781663.0,74323254468.0,,8880293297.0,7022211935.0,7023958935.0,4.46,Property,314.0
HOPE,2022,2023-04-21 10:53:00,139412417.0,113703933892.0,,66243366375.0,69685250742.0,183389184634.0,59614978219.0,2052856251.0,121721350164.0,61667834470.0,87252106212.0,-72108327976.0,46576642.0,103630300.0,729005393.0,0.05,General,50.0
HRME,2022,2023-04-01 02:18:00,21518416668.0,34773537248.0,,12725940446.0,918350251540.0,953123788788.0,28899324141.0,259908031868.0,664316432779.0,288807356009.0,86204240933.0,-35753528004.0,-28788832605.0,-22743839263.0,8881718275.0,-3.82,General,50.0
HRTA,2022,2023-03-30 23:58:00,106022959438.0,3574043984008.0,,811619069949.0,275042568631.0,3849086552639.0,951483287105.0,1175030024852.0,1722573240682.0,2126513311957.0,6918453560506.0,-6175631540633.0,326183131521.0,254127589783.0,253253446256.0,55.05,General,369.7142857142857
HRUM,2022,2023-04-03 17:43:00,370538755.0,519290111.0,,99994977.0,759515745.0,1278805856.0,225718203.0,60815148.0,992272505.0,286533351.0,904437795.0,-362942643.0,477547194.0,379772107.0,379293023.0,0.02276,General,1550.7142857142858
IATA,2022,2023-04-14 17:18:00,726931.0,18445060.0,,7977258.0,161844933.0,180289993.0,57558152.0,47374677.0,75357164.0,104932829.0,192064470.0,-68718907.0,53850317.0,38961386.0,28160627.0,0.00134,General,73.42857142857143
IBFN,2022,2023-03-21 10:56:00,33641356257.0,154330241817.0,,4089291778.0,154872987966.0,521807058177.0,52925328.0,53399839211.0,-563343150360.0,1085150208537.0,15020543131.0,-32701727576.0,-6012049753.0,-41506379514.0,-41506379514.0,-27.35,Finance Industry,97.0
IBOS,2022,2023-06-07 15:50:00,23916744888.0,92571638189.0,,48382188883.0,275727565397.0,368299203586.0,20976125836.0,20161095446.0,327161982304.0,41137221282.0,78494559551.0,-43825136438.0,10608149221.0,7175353546.0,7189462532.0,0.94,General,364.85714285714283
IBST,2022,2023-04-06 10:08:00,684025239827.0,1893120295382.0,,634445330366.0,7538808557565.0,9431928852947.0,973196711688.0,2567471882341.0,5891260258918.0,3540668594029.0,1088236706064.0,-518919671196.0,64781940850.0,41526767474.0,141247983698.0,31.0,Infrastructure Industry,5725.0
ICBP,2022,2023-03-27 18:38:00,15741068.0,31070365.0,,7691654.0,84235171.0,115305536.0,10033935.0,47798594.0,57473007.0,57832529.0,64797516.0,-43005230.0,7525385.0,5722194.0,6065286.0,393.0,General,10010.714285714286
ICON,2022,2023-06-14 11:54:00,5498526123.0,135848026167.0,,90857789428.0,235399980987.0,371248007154.0,145082922424.0,5062341491.0,221102743239.0,150145263915.0,171934673596.0,,-21769385458.0,-22916943624.0,-23292099935.0,-16.95,General,50.0
IDEA,2022,2023-04-13 13:08:00,4327689887.0,20352651934.0,,15944354100.0,60827106703.0,81179758637.0,7155334920.0,11871730950.0,62152692767.0,19027065870.0,18272772862.0,-7863780835.0,753272138.0,608504130.0,606540031.0,1.0,General,59.42857142857143
IDPR,2022,2023-03-24 06:44:00,5050000798.0,800520584656.0,,229343192953.0,741971517673.0,1542492102329.0,628259396615.0,283477483766.0,630755221948.0,911736880381.0,1060124902677.0,-911967486092.0,1149127981.0,-1290895099.0,488175748.0,-4.0,Property,164.42857142857142
IFII,2022,2023-03-29 11:07:00,11870768964.0,408596864963.0,,91327512646.0,1338210496903.0,1746807361866.0,145976858453.0,458350622835.0,1142479880578.0,604327481288.0,867146336664.0,-601861829309.0,124832922027.0,97118215205.0,96758815993.0,10.0,General,188.85714285714286
IFSH,2022,2023-03-20 10:22:00,97275465732.0,506008601665.0,,112810221281.0,585193197243.0,1091201798908.0,251665233496.0,61538366921.0,777998198491.0,313203600417.0,939031325558.0,-380123137750.0,243411687527.0,197694385018.0,197853333011.0,94.0,General,1107.142857142857
IGAR,2022,2023-03-21 15:42:00,269809554893.0,707960865488.0,,199766087545.0,155677690978.0,863638556466.0,51041231278.0,25668200770.0,786929124418.0,76709432048.0,1083672730660.0,-906529152332.0,133379287740.0,102314374301.0,103967446695.0,73.52,General,423.14285714285717
IIKP,2022,2023-04-03 17:53:00,358091601.0,65582821832.0,,24212584300.0,186086431168.0,251669253000.0,2395942684.0,22914591752.0,226358718564.0,25310534436.0,6629120976.0,-20577655636.0,-47686079390.0,-48105040529.0,-47999640043.0,-14.29,General,50.0
IKAI,2022,2023-04-05 11:20:00,2639290.0,141446706.0,,114727642.0,1074376050.0,1215822756.0,406091737.0,62546284.0,747184735.0,468638021.0,235624901.0,-126020694.0,-34027382.0,-35290805.0,-36444258.0,-2.81,General,50.0
IKAN,2022,2023-04-12 18:45:00,8051093492.0,94098987115.0,,43371434321.0,31536199592.0,125635186707.0,49180364905.0,3698404541.0,72756417261.0,52878769446.0,113336252373.0,-94846431599.0,2481562253.0,2035931112.0,2031672168.0,2.44,General,58.285714285714285
IKBI,2022,2023-07-03 16:15:00,2553565.0,62857407.0,,33384975.0,55833872.0,118691279.0,42125516.0,6567845.0,69997918.0,48693361.0,226241027.0,-212795073.0,4403102.0,3487893.0,2958210.0,0.0028,General,240.28571428571428
IMAS,2022,2023-04-03 11:13:00,4553034.0,22717093.0,,6879012.0,34727975.0,57445068.0,30246072.0,13031674.0,14167322.0,43277746.0,25581929.0,-20376613.0,919695.0,562551.0,1008276.0,111.03,General,1416.488978794643
IMJS,2022,2023-03-31 19:58:00,2066740880175.0,9348909743155.0,,682789236192.0,17580549268992.0,26929459012147.0,13085783484765.0,9420644039608.0,4423031487774.0,22506427524373.0,4825433552907.0,-2835276374528.0,174217043762.0,91380828853.0,284198442366.0,16.76,General,319.2677525111607
IMPC,2022,2023-04-04 12:56:00,204230149288.0,1754894947354.0,,496954314722.0,1680580928047.0,3435475875401.0,716738190188.0,494007909259.0,2224729775954.0,1210746099447.0,2808698656787.0,-1829933270522.0,414206408712.0,312502049594.0,318060531068.0,63.43,General,282.6773245675223
INAF,2022,2023-04-03 23:51:00,269751394924.0,863577052312.0,,241330083786.0,670423394196.0,1534000446508.0,985245941033.0,462405993762.0,86348511713.0,1447651934795.0,1144108230742.0,-1254216941753.0,-517557861610.0,-428487671595.0,-421961397793.0,-138.25,General,685.7142857142857
INAI,2022,2023-03-31 23:54:00,84163401315.0,1195742475346.0,,337879079007.0,359053498882.0,1554795974228.0,1193566677089.0,63746592576.0,297482704563.0,1257313269665.0,1439149115038.0,-1374775006265.0,-98071759028.0,-113952927004.0,-89160798031.0,-180.0,General,251.71428571428572
INCF,2022,2023-04-03 10:18:00,9149358632.0,335455446379.0,,264173099883.0,128953202033.0,464408648412.0,308782899861.0,10179510668.0,145446237883.0,318962410529.0,320482209311.0,-272206693662.0,94220270.0,-1098570357.0,796633918.0,-0.62,General,50.0
INCI,2022,2023-03-31 19:54:00,89822263964.0,272572186884.0,,111159171764.0,223438347579.0,496010534463.0,71966014695.0,7074055562.0,416970464206.0,79040070257.0,478206615319.0,-396090029505.0,31504050176.0,24502371311.0,37410783066.0,125.0,General,615.9127110072544
INCO,2022,2023-02-17 00:46:00,634042.0,989802.0,,145821.0,1668314.0,2658116.0,175039.0,128297.0,2354780.0,303336.0,1179452.0,-865885.0,275819.0,200401.0,200319.0,0.0202,General,6610.399972098215
INDF,2022,2023-03-27 18:28:00,25945916.0,54876668.0,,9960877.0,125556632.0,180433300.0,30725942.0,56084320.0,93623038.0,86810262.0,110830272.0,-76858593.0,12318765.0,9192569.0,10853116.0,724.0,General,6099.912179129465
INDO,2022,2023-04-03 13:24:00,305326083952.0,636783563350.0,,12699686629.0,343760614364.0,980544177714.0,1764769616.0,471179831.0,978308228267.0,2235949447.0,10289513458.0,-3184049505.0,32735679996.0,32223070988.0,-7741858302.0,7.4,General,89.85714285714286
INDR,2022,2023-02-21 11:00:00,29496749.0,362709546.0,,115106146.0,507090670.0,869800216.0,261592898.0,143050639.0,465156679.0,404643537.0,936141382.0,-855330287.0,51985094.0,42534663.0,42851665.0,0.065,General,4723.882603236607
INDS,2022,2023-04-11 13:56:00,102493991519.0,1717891175942.0,,693148832836.0,2164573873765.0,3882465049707.0,678454463993.0,221655664347.0,2982354921367.0,900110128340.0,3642215794469.0,-3051242483390.0,293272452618.0,224736392575.0,251776611535.0,320.31,General,1992.9706508091517
INDX,2022,2023-04-05 11:08:00,8774991113.0,9474988079.0,,49120000.0,49017158909.0,58492146988.0,5523128442.0,8889437577.0,44079580969.0,14412566019.0,4800000000.0,-2771303441.0,-9817020063.0,-9625177644.0,-9487424796.0,-21.98,General,174.42857142857142
INDY,2022,2023-04-13 00:29:00,1155539134.0,2002837382.0,,732832747.0,1591034660.0,3593872042.0,1178926569.0,1074771510.0,1340173963.0,2253698079.0,4334910725.0,-2884098670.0,1010337228.0,510776097.0,564105207.0,0.0868828938473089,General,2423.084716796875
INKP,2022,2023-03-13 10:09:00,1265434.0,5476557.0,,2636557.0,4164164.0,9640721.0,2239843.0,1795674.0,5605204.0,4035517.0,4002632.0,-2412693.0,1047499.0,857462.0,859067.0,0.15674,General,7118.423549107143
INOV,2022,2023-04-03 12:39:00,81095898.0,437007874.0,,136700734.0,562564103.0,999571977.0,593907969.0,112505069.0,293158939.0,706413038.0,691532368.0,-557544143.0,-44656350.0,-36392146.0,-36137870.0,-20.13,General,119.85714285714286
INPC,2022,2023-03-31 22:10:00,290754.0,13015567.0,1906346.0,10873162.0,3861968.0,25437633.0,20423042.0,142444.0,4004370.0,21433263.0,1456708.0,-610511.0,69141.0,54997.0,50421.0,2.72,Financial and Shariah,65.71428571428571
INPP,2022,2023-04-19 15:06:00,607088330065.0,2077355068561.0,,117433340374.0,7086466110321.0,9163821178882.0,663049526355.0,2760881689763.0,5739889962764.0,3423931216118.0,955541184718.0,-378852386288.0,59398193015.0,69492222999.0,65614556219.0,2.51,General,460.85714285714283
INPS,2022,2023-05-19 18:02:00,2413488485.0,39833266109.0,,32686944991.0,270658053566.0,310491319675.0,244381734232.0,46760804151.0,19348781292.0,291142538383.0,281984072223.0,-244796951492.0,-74480198387.0,-75303538845.0,-74379330367.0,-115.03,General,147.71428571428572
INRU,2022,2023-04-06 18:48:00,365.0,68563.0,,28509.0,399239.0,467802.0,25135.0,307036.0,135631.0,332171.0,175277.0,-139966.0,-13773.0,-20489.0,-20244.0,-0.014752,General,826.4285714285714
INTA,2022,2023-04-12 12:55:00,102917.0,410578.0,,110320.0,1776100.0,2186678.0,437671.0,3615779.0,-1866772.0,4053450.0,661309.0,-563033.0,-57646.0,-98923.0,-177525.0,-26.0,General,50.857142857142854
INTD,2022,2023-03-30 14:43:00,21598470792.0,42513589925.0,,5455386691.0,1579591724.0,44093181649.0,1452070956.0,2381042062.0,40260068631.0,3833113018.0,43205200773.0,-31824544684.0,1389117616.0,1002051665.0,1372230765.0,1.0,General,189.85714285714286
INTP,2022,2023-03-28 20:53:00,4525505.0,10312090.0,,2876929.0,15394079.0,25706169.0,4822152.0,1317111.0,19566906.0,6139263.0,16328278.0,-11185120.0,2289309.0,1842434.0,1841868.0,0.00052944,General,10301.204659598214
IPAC,2022,2023-03-13 15:37:00,30056999568.0,31931822469.0,,1874822901.0,7156702490.0,39088524959.0,2862662987.0,5683238613.0,30542623359.0,8545901600.0,26000934247.0,-5094675091.0,6127828353.0,4716567779.0,4759433459.0,5.1,Property,140.28571428571428
IPCC,2022,2023-04-06 16:50:00,1019760808.0,1095977072.0,,66396140.0,1095851302.0,2191828374.0,634871410.0,394986777.0,1161970187.0,1029858187.0,726573259.0,-379726574.0,210764530.0,161724767.0,161724767.0,88.94,Infrastructure Industry,592.6307809012277
IPCM,2022,2023-04-13 17:22:00,571726884.0,919231604.0,,296188352.0,568976462.0,1488208066.0,291390718.0,297942.0,1196519406.0,291688660.0,980168475.0,-677621689.0,186038959.0,150654849.0,150654849.0,28.55,Infrastructure Industry,254.19555446079798
IPOL,2022,2023-04-12 13:21:00,12863521.0,119637098.0,,58174813.0,160897401.0,280534499.0,82323398.0,20292402.0,177918699.0,102615800.0,227701578.0,-184937180.0,5031072.0,3745327.0,-3775192.0,0.0004933221759730434,General,149.57142857142858
IPPE,2022,2023-04-04 11:58:00,3204171.0,104985151.0,,61441738.0,185598979.0,290584130.0,7923343.0,204682.0,282456105.0,8128025.0,35020275.0,-22777356.0,4536871.0,3564619.0,3533009.0,0.77,General,50.0
IPTV,2022,2023-03-24 20:29:00,16976.0,2348199.0,,1128468.0,8809093.0,11157292.0,1902593.0,1441605.0,7813094.0,3344198.0,2678799.0,-2251348.0,-173259.0,-140339.0,-139798.0,-2.92,General,50.285714285714285
IRRA,2022,2023-04-06 18:23:00,116784394685.0,500617075315.0,,252666999245.0,233308198332.0,733925273647.0,248796363713.0,1085584348.0,484043325586.0,249881948061.0,753571541696.0,-594359461497.0,62434134928.0,48004521732.0,47786528892.0,30.68,General,840.7142857142857
IRSX,2022,2023-03-31 18:05:00,6888199837.0,73334442311.0,,13300000.0,1214490665.0,74548932976.0,5953734698.0,423267041.0,68171931237.0,6377001739.0,161800639510.0,-155449464915.0,4588911767.0,4062135335.0,3910804725.0,2.27,General,128.85714285714286
ISAP,2022,2023-03-07 00:34:00,15163347963.0,174264766758.0,,142203312042.0,21756200104.0,196020966862.0,26653101480.0,1697627209.0,167670238173.0,28350728689.0,20933090413.0,-15937669478.0,1741022613.0,1457739530.0,1472867185.0,0.36,General,40.714285714285715
ISAT,2022,2023-02-17 12:07:00,9507880.0,18683115.0,,8083845.0,95197115.0,113880230.0,35874074.0,46391168.0,31614988.0,82265242.0,46752319.0,,6535789.0,5370203.0,5371651.0,587.41,Infrastructure Industry,6682.142857142857
