Company,Tanggal,Saham
UNTR,05 Sep 2000,1.545.600.000
UNTR,26 Jun 2000,386.400.000
UNTR,04 Apr 1994,34.500.000
UNTR,04 Apr 1994,138.000.000
UNTR,25 Mar 1992,34.500.000
UNTR,27 Mei 1991,22.636.000
UNTR,20 Feb 1991,11.136.000
UNTR,26 Des 1989,5.136.000
UNVR,02 Jan 2020,38.150.000.000
URBN,14 Des 2021,3.232.122.640
VICI,17 Des 2020,6.708.000.000
VICO,15 Des 2022,15.217.075.658
VINS,28 Sep 2015,1.450.490.500
VIVA,21 Nov 2011,15.464.280.000
VOKS,03 Jul 2017,4.155.602.595
VRNA,25 Jan 2019,5.687.353.997
WAPO,22 Jun 2001,520.000.000
WEGE,30 Nov 2017,9.572.000.000
WEHA,25 Agt 2022,1.460.554.819
WICO,31 Jul 2023,2.393.710.348
WIFI,21 Jun 2023,2.255.321.388
WIIM,18 Des 2012,2.099.873.760
WIKA,29 Nov 2016,8.969.951.372
WIKA,29 Okt 2007,5.846.154.000
WINS,25 Mei 2023,4.359.412.057
WMUU,02 Feb 2021,12.941.176.500
WOMF,10 Mar 2015,3.481.481.480
WOOD,01 Jan 1911,0
WOWS,08 Nov 2019,2.475.720.000
WSBP,07 Agt 2023,54.555.721.325
WSKT,21 Mei 2015,9.913.975.360
WTON,08 Apr 2014,8.715.466.600
YELO,25 Nov 2021,1.912.774.405
YPAS,05 Mar 2008,668.000.000
YULE,05 Jan 2018,1.785.000.000
ZBRA,14 Nov 2014,856.133.009
ZINC,04 Apr 2019,25.250.000.000
ZONE,29 Nov 2019,870.171.478
ZYRX,03 Apr 2023,1.333.334.556
ADCP,23 Feb 2022,22.222.222.200
ADMR,03 Jan 2022,40.882.331.500
ARCI,28 Jun 2021,24.835.000.000
ARKO,08 Jul 2022,2.928.495.000
AVIA,08 Des 2021,61.953.555.600
BAUT,01 Sep 2023,4.800.068.293
BIKE,30 Agt 2023,1.293.365.769
BINO,24 Agt 2023,2.175.017.055
BMHS,06 Jul 2021,8.603.416.176
BOBA,01 Nov 2021,1.155.750.000
BSML,16 Des 2021,1.850.225.000
BUKA,17 Apr 2023,103.080.325.417
CMNT,08 Sep 2021,17.125.504.000
CMRY,06 Des 2021,7.934.683.000
CPRO,22 Jun 2018,59.572.382.787
DEPO,24 Nov 2021,6.790.000.000
DRMA,20 Des 2021,4.705.882.300
ENAK,08 Feb 2022,2.166.666.800
FLMC,08 Jul 2021,781.250.000
GOTO,11 Apr 2022,1.184.363.929.502
GPSO,08 Sep 2022,666.741.103
GTSI,08 Sep 2021,15.819.142.767
HAIS,01 Sep 2021,2.626.250.000
HOPE,30 Agt 2022,2.130.360.201
IDEA,09 Sep 2021,1.062.437.500
IPAC,30 Jun 2021,949.868.500
IPPE,09 Des 2021,4.600.000.000
JKSW,06 Agt 1997,150.000.000
JKSW,06 Agt 1997,50.000.000
KUAS,28 Okt 2022,1.292.808.150
LUCY,01 Sep 2023,1.074.688.038
MASB,02 Jan 2023,1.387.737.233
MCOL,07 Sep 2021,3.555.560.000
MTEL,01 Jan 1911,0
MTMH,20 Apr 2022,2.068.526.950
NPGF,14 Apr 2021,3.240.235.840
NTBK,27 Feb 2023,2.700.064.877
OBMD,14 Des 2022,805.992.931
OILS,12 Sep 2022,454.056.563
OLIV,25 Mei 2023,1.900.073.314
RMKE,07 Des 2021,4.375.000.000
RSGK,08 Sep 2021,929.675.000
RUNS,08 Sep 2021,983.557.875
SBMA,12 Sep 2022,929.926.282
SEMA,12 Jan 2023,1.347.258.842
SICO,01 Sep 2023,910.045.061
STAA,10 Mar 2022,10.903.372.600
TAYS,06 Des 2021,1.098.920.000
TELE,10 Feb 2023,7.310.929.389
TRUE,16 Agt 2023,7.570.891.905
UVCR,31 Jul 2023,2.000.144.838
WGSH,06 Des 2021,1.042.500.000
WINR,01 Sep 2023,5.235.255.325
WMPP,06 Des 2021,29.419.000.000
AMMS,01 Sep 2023,1.200.039.790
ASHA,27 Mei 2022,5.000.000.000
ASLC,25 Jan 2022,12.746.354.780
AWAN,18 Apr 2023,3.435.000.000
AXIO,20 Jul 2022,5.840.126.500
BDKR,03 Mar 2023,4.707.100.000
BEER,06 Jan 2023,4.000.000.000
BELI,27 Des 2022,118.493.291.840
BMBL,01 Sep 2023,1.030.074.010
BSBK,01 Sep 2023,25.091.795.792
BUAH,09 Agt 2022,1.000.000.000
CBPE,06 Jan 2023,1.356.250.000
CBRE,01 Sep 2023,4.538.017.029
CBUT,08 Nov 2022,3.125.000.000
CHEM,07 Jul 2023,1.700.014.594
CHIP,08 Feb 2023,806.000.000
COAL,07 Sep 2022,6.250.000.000
CRAB,10 Agt 2022,1.950.000.000
DEWI,18 Jul 2022,2.000.000.000
ELIT,01 Sep 2023,2.031.490.299
ELPI,08 Agt 2022,7.412.000.000
EURO,14 Mar 2023,2.548.826.428
FIMP,15 Mar 2023,400.000.975
GTRA,30 Mar 2023,1.894.375.000
GULA,03 Agt 2022,1.070.362.500
HAJJ,05 Apr 2023,2.290.500.000
HATM,26 Jul 2022,7.000.000.000
IBOS,01 Sep 2023,8.038.564.683
IRSX,01 Sep 2023,5.000.334.062
ISAP,01 Sep 2023,4.020.039.963
JARR,04 Agt 2022,8.000.000.000
KDTN,01 Sep 2023,1.250.013.122
KETR,10 Nov 2022,2.841.262.838
KING,31 Agt 2023,2.600.001.258
KKES,08 Agt 2022,1.500.000.000
KLIN,11 Agt 2023,1.307.530.330
KRYA,31 Jul 2023,1.663.943.474
LABA,14 Agt 2023,1.011.320.535
LAJU,01 Sep 2023,2.149.915.035
MEDS,10 Agt 2022,1.562.500.000
MKTR,01 Sep 2023,12.000.116.301
MMIX,01 Sep 2023,2.400.084.107
MORA,08 Agt 2022,23.646.668.691
MPXL,09 Mei 2023,2.000.000.000
NANO,01 Sep 2023,4.285.196.441
NASI,13 Des 2021,807.400.000
NAYZ,23 Agt 2023,2.550.001.100
NETV,26 Jan 2022,23.453.177.240
NINE,05 Des 2022,2.157.000.000
NSSS,10 Mar 2023,23.788.235.300
OMED,08 Nov 2022,27.058.850.000
PACK,01 Sep 2023,1.537.547.511
PADA,08 Des 2022,3.150.000.000
PDPP,09 Nov 2022,2.500.000.000
PEVE,24 Jan 2023,1.765.625.000
PGEO,24 Feb 2023,41.396.142.000
PRAY,08 Nov 2022,13.959.422.300
RAFI,09 Agt 2023,3.128.140.475
RCCC,02 Agt 2022,750.000.000
SAGE,08 Mar 2023,8.033.250.000
SOUL,01 Sep 2023,1.082.517.351
SUNI,09 Jan 2023,2.500.000.000
SWID,12 Jul 2023,5.385.004.601
TLDN,12 Apr 2022,12.946.530.200
TOOL,01 Sep 2023,2.050.011.340
TRGU,08 Jul 2022,7.945.412.700
VAST,01 Sep 2023,3.055.702.841
VTNY,15 Des 2022,6.265.193.445
WINE,10 Jan 2023,2.710.000.000
WIRG,01 Sep 2023,11.930.542.776
ZATA,10 Nov 2022,8.496.000.000
